#Mouth boundary - rescaled Littlehampton tidal levels
#Imposed tidal water level
#
T          SL(1)
s          m 
    70980.00   2.173479
    71040.00   2.203419
    71100.00   2.234898
    71160.00   2.268153
    71220.00   2.303059
    71280.00   2.339397
    71340.00   2.376951
    71400.00   2.415503
    71460.00   2.454836
    71520.00   2.494732
    71580.00   2.534973
    71640.00   2.575342
    71700.00   2.615622
    71760.00   2.655630
    71820.00   2.695328
    71880.00   2.734712
    71940.00   2.773777
    72000.00   2.812522
    72060.00   2.850941
    72120.00   2.889030
    72180.00   2.926788
    72240.00   2.964209
    72300.00   3.001290
    72360.00   3.038014
    72420.00   3.074310
    72480.00   3.110094
    72540.00   3.145281
    72600.00   3.179788
    72660.00   3.213530
    72720.00   3.246422
    72780.00   3.278381
    72840.00   3.309322
    72900.00   3.339162
    72960.00   3.367842
    73020.00   3.395421
    73080.00   3.421980
    73140.00   3.447603
    73200.00   3.472375
    73260.00   3.496379
    73320.00   3.519698
    73380.00   3.542416
    73440.00   3.564617
    73500.00   3.586385
    73560.00   3.607809
    73620.00   3.629009
    73680.00   3.650110
    73740.00   3.671237
    73800.00   3.692517
    73860.00   3.714074
    73920.00   3.736034
    73980.00   3.758523
    74040.00   3.781666
    74100.00   3.805589
    74160.00   3.830347
    74220.00   3.855711
    74280.00   3.881382
    74340.00   3.907061
    74400.00   3.932450
    74460.00   3.957250
    74520.00   3.981160
    74580.00   4.003884
    74640.00   4.025121
    74700.00   4.044572
    74760.00   4.062057
    74820.00   4.077865
    74880.00   4.092404
    74940.00   4.106082
    75000.00   4.119307
    75060.00   4.132486
    75120.00   4.146028
    75180.00   4.160340
    75240.00   4.175830
    75300.00   4.192906
    75360.00   4.211825
    75420.00   4.232246
    75480.00   4.253678
    75540.00   4.275628
    75600.00   4.297605
    75660.00   4.319117
    75720.00   4.339673
    75780.00   4.358780
    75840.00   4.375948
    75900.00   4.390684
    75960.00   4.402653
    76020.00   4.412140
    76080.00   4.419587
    76140.00   4.425435
    76200.00   4.430125
    76260.00   4.434100
    76320.00   4.437800
    76380.00   4.441666
    76440.00   4.446141
    76500.00   4.451666
    76560.00   4.458554
    76620.00   4.466609
    76680.00   4.475505
    76740.00   4.484919
    76800.00   4.494524
    76860.00   4.503998
    76920.00   4.513014
    76980.00   4.521249
    77040.00   4.528377
    77100.00   4.534074
    77160.00   4.538123
    77220.00   4.540739
    77280.00   4.542247
    77340.00   4.542969
    77400.00   4.543228
    77460.00   4.543348
    77520.00   4.543653
    77580.00   4.544466
    77640.00   4.546109
    77700.00   4.548907
    77760.00   4.553072
    77820.00   4.558368
    77880.00   4.564451
    77940.00   4.570974
    78000.00   4.577592
    78060.00   4.583959
    78120.00   4.589729
    78180.00   4.594556
    78240.00   4.598095
    78300.00   4.600000
    78360.00   4.600019
    78420.00   4.598277
    78480.00   4.594994
    78540.00   4.590388
    78600.00   4.584679
    78660.00   4.578086
    78720.00   4.570828
    78780.00   4.563125
    78840.00   4.555196
    78900.00   4.547259
    78960.00   4.539498
    79020.00   4.531953
    79080.00   4.524625
    79140.00   4.517519
    79200.00   4.510636
    79260.00   4.503980
    79320.00   4.497554
    79380.00   4.491361
    79440.00   4.485403
    79500.00   4.479685
    79560.00   4.474207
    79620.00   4.468966
    79680.00   4.463961
    79740.00   4.459186
    79800.00   4.454639
    79860.00   4.450315
    79920.00   4.446211
    79980.00   4.442324
    80040.00   4.438650
    80100.00   4.435185
    80160.00   4.431905
    80220.00   4.428703
    80280.00   4.425454
    80340.00   4.422029
    80400.00   4.418302
    80460.00   4.414145
    80520.00   4.409432
    80580.00   4.404036
    80640.00   4.397829
    80700.00   4.390684
    80760.00   4.382523
    80820.00   4.373452
    80880.00   4.363629
    80940.00   4.353207
    81000.00   4.342345
    81060.00   4.331195
    81120.00   4.319916
    81180.00   4.308661
    81240.00   4.297588
    81300.00   4.286851
    81360.00   4.276545
    81420.00   4.266522
    81480.00   4.256574
    81540.00   4.246492
    81600.00   4.236066
    81660.00   4.225088
    81720.00   4.213350
    81780.00   4.200641
    81840.00   4.186754
    81900.00   4.171480
    81960.00   4.154683
    82020.00   4.136524
    82080.00   4.117239
    82140.00   4.097062
    82200.00   4.076227
    82260.00   4.054969
    82320.00   4.033523
    82380.00   4.012124
    82440.00   3.991006
    82500.00   3.970405
    82560.00   3.950507
    82620.00   3.931312
    82680.00   3.912773
    82740.00   3.894842
    82800.00   3.877470
    82860.00   3.860612
    82920.00   3.844218
    82980.00   3.828241
    83040.00   3.812634
    83100.00   3.797349
    83160.00   3.782312
    83220.00   3.767347
    83280.00   3.752252
    83340.00   3.736824
    83400.00   3.720861
    83460.00   3.704161
    83520.00   3.686521
    83580.00   3.667739
    83640.00   3.647613
    83700.00   3.625941
    83760.00   3.602605
    83820.00   3.577834
    83880.00   3.551940
    83940.00   3.525236
    84000.00   3.498035
    84060.00   3.470650
    84120.00   3.443395
    84180.00   3.416581
    84240.00   3.390523
    84300.00   3.365532
    84360.00   3.341803
    84420.00   3.319047
    84480.00   3.296860
    84540.00   3.274832
    84600.00   3.252558
    84660.00   3.229631
    84720.00   3.205644
    84780.00   3.180190
    84840.00   3.152862
    84900.00   3.123253
    84960.00   3.091088
    85020.00   3.056609
    85080.00   3.020193
    85140.00   2.982215
    85200.00   2.943049
    85260.00   2.903070
    85320.00   2.862654
    85380.00   2.822175
    85440.00   2.782009
    85500.00   2.742530
    85560.00   2.704020
    85620.00   2.666389
    85680.00   2.629454
    85740.00   2.593031
    85800.00   2.556937
    85860.00   2.520990
    85920.00   2.485004
    85980.00   2.448798
    86040.00   2.412188
    86100.00   2.374991
    86160.00   2.337105
    86220.00   2.298757
    86280.00   2.260256
    86340.00   2.221911
    86400.00   2.184030
    86460.00   2.146922
    86520.00   2.110896
    86580.00   2.076260
    86640.00   2.043325
    86700.00   2.012397
    86760.00   1.983518
    86820.00   1.955658
    86880.00   1.927516
    86940.00   1.897794
    87000.00   1.865194
    87060.00   1.828416
    87120.00   1.786160
    87180.00   1.737129
    87240.00   1.680023
    87300.00   1.613544
    87360.00   1.537002
    87420.00   1.452152
    87480.00   1.361358
    87540.00   1.266985
    87600.00   1.171397
    87660.00   1.076960
    87720.00   0.986037
    87780.00   0.900993
    87840.00   0.824192
    87900.00   0.758000
    87960.00   0.704121
    88020.00   0.661620
    88080.00   0.628905
    88140.00   0.604381
    88200.00   0.586454
    88260.00   0.573531
    88320.00   0.564018
    88380.00   0.556321
    88440.00   0.548846
    88500.00   0.540000
    88560.00   0.528504
    88620.00   0.514342
    88680.00   0.497814
    88740.00   0.479218
    88800.00   0.458855
    88860.00   0.437023
    88920.00   0.414023
    88980.00   0.390152
    89040.00   0.365712
    89100.00   0.341000
    89160.00   0.316279
    89220.00   0.291659
    89280.00   0.267212
    89340.00   0.243010
    89400.00   0.219126
    89460.00   0.195632
    89520.00   0.172600
    89580.00   0.150103
    89640.00   0.128212
    89700.00   0.107000
    89760.00   0.086496
    89820.00   0.066558
    89880.00   0.046997
    89940.00   0.027628
    90000.00   0.008265
    90060.00  -0.011280
    90120.00  -0.031192
    90180.00  -0.051658
    90240.00  -0.072866
    90300.00  -0.095000
    90360.00  -0.118188
    90420.00  -0.142314
    90480.00  -0.167202
    90540.00  -0.192676
    90600.00  -0.218562
    90660.00  -0.244682
    90720.00  -0.270862
    90780.00  -0.296925
    90840.00  -0.322697
    90900.00  -0.348000
    90960.00  -0.372701
    91020.00  -0.396831
    91080.00  -0.420463
    91140.00  -0.443668
    91200.00  -0.466519
    91260.00  -0.489088
    91320.00  -0.511449
    91380.00  -0.533673
    91440.00  -0.555832
    91500.00  -0.578000
    91560.00  -0.600222
    91620.00  -0.622441
    91680.00  -0.644573
    91740.00  -0.666533
    91800.00  -0.688239
    91860.00  -0.709605
    91920.00  -0.730548
    91980.00  -0.750984
    92040.00  -0.770830
    92100.00  -0.790000
    92160.00  -0.808447
    92220.00  -0.826260
    92280.00  -0.843565
    92340.00  -0.860487
    92400.00  -0.877152
    92460.00  -0.893684
    92520.00  -0.910210
    92580.00  -0.926855
    92640.00  -0.943743
    92700.00  -0.961000
    92760.00  -0.978716
    92820.00  -0.996840
    92880.00  -1.015283
    92940.00  -1.033958
    93000.00  -1.052779
    93060.00  -1.071657
    93120.00  -1.090506
    93180.00  -1.109237
    93240.00  -1.127765
    93300.00  -1.146000
    93360.00  -1.163871
    93420.00  -1.181365
    93480.00  -1.198485
    93540.00  -1.215231
    93600.00  -1.231607
    93660.00  -1.247614
    93720.00  -1.263255
    93780.00  -1.278532
    93840.00  -1.293446
    93900.00  -1.308000
    93960.00  -1.322206
    94020.00  -1.336115
    94080.00  -1.349787
    94140.00  -1.363285
    94200.00  -1.376668
    94260.00  -1.389997
    94320.00  -1.403334
    94380.00  -1.416740
    94440.00  -1.430275
    94500.00  -1.444000
    94560.00  -1.457967
    94620.00  -1.472192
    94680.00  -1.486680
    94740.00  -1.501438
    94800.00  -1.516473
    94860.00  -1.531789
    94920.00  -1.547394
    94980.00  -1.563293
    95040.00  -1.579493
    95100.00  -1.596000
    95160.00  -1.612807
    95220.00  -1.629853
    95280.00  -1.647066
    95340.00  -1.664370
    95400.00  -1.681692
    95460.00  -1.698959
    95520.00  -1.716098
    95580.00  -1.733033
    95640.00  -1.749692
    95700.00  -1.766000
    95760.00  -1.781906
    95820.00  -1.797443
    95880.00  -1.812664
    95940.00  -1.827626
    96000.00  -1.842383
    96060.00  -1.856989
    96120.00  -1.871499
    96180.00  -1.885968
    96240.00  -1.900450
    96300.00  -1.915000
    96360.00  -1.929654
    96420.00  -1.944377
    96480.00  -1.959111
    96540.00  -1.973804
    96600.00  -1.988400
    96660.00  -2.002844
    96720.00  -2.017080
    96780.00  -2.031055
    96840.00  -2.044714
    96900.00  -2.058000
    96960.00  -2.070853
    97020.00  -2.083187
    97080.00  -2.094909
    97140.00  -2.105925
    97200.00  -2.116142
    97260.00  -2.125468
    97320.00  -2.133810
    97380.00  -2.141074
    97440.00  -2.147169
    97500.00  -2.152000
    97560.00  -2.155514
    97620.00  -2.157810
    97680.00  -2.159028
    97740.00  -2.159305
    97800.00  -2.158782
    97860.00  -2.157596
    97920.00  -2.155886
    97980.00  -2.153791
    98040.00  -2.151449
    98100.00  -2.149000
    98160.00  -2.146542
    98220.00  -2.144012
    98280.00  -2.141310
    98340.00  -2.138333
    98400.00  -2.134980
    98460.00  -2.131148
    98520.00  -2.126736
    98580.00  -2.121642
    98640.00  -2.115764
    98700.00  -2.109000
    98760.00  -2.101301
    98820.00  -2.092829
    98880.00  -2.083798
    98940.00  -2.074425
    99000.00  -2.064922
    99060.00  -2.055506
    99120.00  -2.046391
    99180.00  -2.037792
    99240.00  -2.029923
    99300.00  -2.023000
    99360.00  -2.017180
    99420.00  -2.012393
    99480.00  -2.008511
    99540.00  -2.005408
    99600.00  -2.002956
    99660.00  -2.001027
    99720.00  -1.999494
    99780.00  -1.998230
    99840.00  -1.997108
    99900.00  -1.996000
    99960.00  -1.994821
   100020.00  -1.993656
   100080.00  -1.992630
   100140.00  -1.991872
   100200.00  -1.991506
   100260.00  -1.991659
   100320.00  -1.992459
   100380.00  -1.994031
   100440.00  -1.996503
   100500.00  -2.000000
   100560.00  -2.004578
   100620.00  -2.010008
   100680.00  -2.015988
   100740.00  -2.022218
   100800.00  -2.028397
   100860.00  -2.034224
   100920.00  -2.039399
   100980.00  -2.043620
   101040.00  -2.046588
   101100.00  -2.048000
   101160.00  -2.047648
   101220.00  -2.045689
   101280.00  -2.042372
   101340.00  -2.037944
   101400.00  -2.032656
   101460.00  -2.026755
   101520.00  -2.020491
   101580.00  -2.014111
   101640.00  -2.007864
   101700.00  -2.002000
   101760.00  -1.996675
   101820.00  -1.991684
   101880.00  -1.986727
   101940.00  -1.981508
   102000.00  -1.975728
   102060.00  -1.969090
   102120.00  -1.961296
   102180.00  -1.952049
   102240.00  -1.941049
   102300.00  -1.928000
   102360.00  -1.912735
   102420.00  -1.895616
   102480.00  -1.877134
   102540.00  -1.857783
   102600.00  -1.838055
   102660.00  -1.818443
   102720.00  -1.799438
   102780.00  -1.781535
   102840.00  -1.765224
   102900.00  -1.751000
   102960.00  -1.739215
   103020.00  -1.729668
   103080.00  -1.722019
   103140.00  -1.715926
   103200.00  -1.711050
   103260.00  -1.707050
   103320.00  -1.703586
   103380.00  -1.700316
   103440.00  -1.696901
   103500.00  -1.693000
   103560.00  -1.688355
   103620.00  -1.683039
   103680.00  -1.677207
   103740.00  -1.671015
   103800.00  -1.664618
   103860.00  -1.658172
   103920.00  -1.651831
   103980.00  -1.645752
   104040.00  -1.640090
   104100.00  -1.635000
   104160.00  -1.630593
   104220.00  -1.626800
   104280.00  -1.623509
   104340.00  -1.620606
   104400.00  -1.617978
   104460.00  -1.615511
   104520.00  -1.613094
   104580.00  -1.610611
   104640.00  -1.607951
   104700.00  -1.605000
   104760.00  -1.601655
   104820.00  -1.597856
   104880.00  -1.593551
   104940.00  -1.588689
   105000.00  -1.583221
   105060.00  -1.577095
   105120.00  -1.570261
   105180.00  -1.562667
   105240.00  -1.554264
   105300.00  -1.545000
   105360.00  -1.534862
   105420.00  -1.523985
   105480.00  -1.512541
   105540.00  -1.500701
   105600.00  -1.488638
   105660.00  -1.476525
   105720.00  -1.464532
   105780.00  -1.452832
   105840.00  -1.441598
   105900.00  -1.431000
   105960.00  -1.421154
   106020.00  -1.411941
   106080.00  -1.403186
   106140.00  -1.394715
   106200.00  -1.386350
   106260.00  -1.377918
   106320.00  -1.369242
   106380.00  -1.360148
   106440.00  -1.350459
   106500.00  -1.340000
   106560.00  -1.328671
   106620.00  -1.316668
   106680.00  -1.304263
   106740.00  -1.291729
   106800.00  -1.279335
   106860.00  -1.267355
   106920.00  -1.256060
   106980.00  -1.245721
   107040.00  -1.236611
   107100.00  -1.229000
   107160.00  -1.223041
   107220.00  -1.218403
   107280.00  -1.214639
   107340.00  -1.211299
   107400.00  -1.207933
   107460.00  -1.204093
   107520.00  -1.199328
   107580.00  -1.193191
   107640.00  -1.185231
   107700.00  -1.175000
   107760.00  -1.162218
   107820.00  -1.147287
   107880.00  -1.130777
   107940.00  -1.113260
   108000.00  -1.095307
   108060.00  -1.077490
   108120.00  -1.060380
   108180.00  -1.044547
   108240.00  -1.030563
   108300.00  -1.019000
   108360.00  -1.010239
   108420.00  -1.003906
   108480.00  -0.999437
   108540.00  -0.996269
   108600.00  -0.993837
   108660.00  -0.991579
   108720.00  -0.988929
   108780.00  -0.985326
   108840.00  -0.980204
   108900.00  -0.973000
   108960.00  -0.963304
   109020.00  -0.951321
   109080.00  -0.937407
   109140.00  -0.921920
   109200.00  -0.905218
   109260.00  -0.887659
   109320.00  -0.869600
   109380.00  -0.851399
   109440.00  -0.833413
   109500.00  -0.816000
   109560.00  -0.799417
   109620.00  -0.783515
   109680.00  -0.768047
   109740.00  -0.752763
   109800.00  -0.737415
   109860.00  -0.721753
   109920.00  -0.705530
   109980.00  -0.688496
   110040.00  -0.670402
   110100.00  -0.651000
   110160.00  -0.630122
   110220.00  -0.607922
   110280.00  -0.584636
   110340.00  -0.560500
   110400.00  -0.535748
   110460.00  -0.510616
   110520.00  -0.485340
   110580.00  -0.460155
   110640.00  -0.435297
   110700.00  -0.411000
   110760.00  -0.387454
   110820.00  -0.364660
   110880.00  -0.342574
   110940.00  -0.321150
   111000.00  -0.300344
   111060.00  -0.280110
   111120.00  -0.260404
   111180.00  -0.241180
   111240.00  -0.222394
   111300.00  -0.204000
   111360.00  -0.185940
   111420.00  -0.168100
   111480.00  -0.150353
   111540.00  -0.132571
   111600.00  -0.114626
   111660.00  -0.096391
   111720.00  -0.077738
   111780.00  -0.058541
   111840.00  -0.038670
   111900.00  -0.018000
   111960.00   0.003571
   112020.00   0.026037
   112080.00   0.049365
   112140.00   0.073521
   112200.00   0.098472
   112260.00   0.124186
   112320.00   0.150628
   112380.00   0.177767
   112440.00   0.205568
   112500.00   0.234000
   112560.00   0.263004
   112620.00   0.292423
   112680.00   0.322076
   112740.00   0.351783
   112800.00   0.381363
   112860.00   0.410633
   112920.00   0.439413
   112980.00   0.467521
   113040.00   0.494777
   113100.00   0.521000
   113160.00   0.546054
   113220.00   0.569991
   113280.00   0.592909
   113340.00   0.614905
   113400.00   0.636078
   113460.00   0.656524
   113520.00   0.676341
   113580.00   0.695628
   113640.00   0.714482
   113700.00   0.733000
   113760.00   0.751270
   113820.00   0.769340
   113880.00   0.787244
   113940.00   0.805019
   114000.00   0.822702
   114060.00   0.840328
   114120.00   0.857935
   114180.00   0.875559
   114240.00   0.893235
   114300.00   0.911000
   114360.00   0.928888
   114420.00   0.946923
   114480.00   0.965125
   114540.00   0.983515
   114600.00   1.002116
   114660.00   1.020947
   114720.00   1.040030
   114780.00   1.059385
   114840.00   1.079035
   114900.00   1.099000
   114960.00   1.119275
   115020.00   1.139754
   115080.00   1.160304
   115140.00   1.180792
   115200.00   1.201086
   115260.00   1.221053
   115320.00   1.240561
   115380.00   1.259476
   115440.00   1.277667
   115500.00   1.295000
   115560.00   1.311388
   115620.00   1.326924
   115680.00   1.341745
   115740.00   1.355988
   115800.00   1.369790
   115860.00   1.383289
   115920.00   1.396622
   115980.00   1.409927
   116040.00   1.423340
   116100.00   1.437000
   116160.00   1.451008
   116220.00   1.465324
   116280.00   1.479875
   116340.00   1.494585
   116400.00   1.509379
   116460.00   1.524183
   116520.00   1.538921
   116580.00   1.553520
   116640.00   1.567905
   116700.00   1.582000
   116760.00   1.595777
   116820.00   1.609394
   116880.00   1.623055
   116940.00   1.636962
   117000.00   1.651320
   117060.00   1.666333
   117120.00   1.682203
   117180.00   1.699135
   117240.00   1.717333
   117300.00   1.737000
   117360.00   1.758250
   117420.00   1.780842
   117480.00   1.804442
   117540.00   1.828719
   117600.00   1.853341
   117660.00   1.877975
   117720.00   1.902290
   117780.00   1.925954
   117840.00   1.948635
   117900.00   1.970000
   117960.00   1.989806
   118020.00   2.008158
   118080.00   2.025252
   118140.00   2.041282
   118200.00   2.056442
   118260.00   2.070927
   118320.00   2.084931
   118380.00   2.098648
   118440.00   2.112273
   118500.00   2.126000
   118560.00   2.139959
   118620.00   2.154021
   118680.00   2.167993
   118740.00   2.181680
   118800.00   2.194890
   118860.00   2.207428
   118920.00   2.219102
   118980.00   2.229718
   119040.00   2.239082
   119100.00   2.247000
   119160.00   2.253302
   119220.00   2.257909
   119280.00   2.260765
   119340.00   2.261814
   119400.00   2.260998
   119460.00   2.258263
   119520.00   2.253552
   119580.00   2.246808
   119640.00   2.237976
   119700.00   2.227000
   119760.00   2.213937
   119820.00   2.199301
   119880.00   2.183722
   119940.00   2.167826
   120000.00   2.152242
   120060.00   2.137600
   120120.00   2.124526
   120180.00   2.113649
   120240.00   2.105598
   120300.00   2.101000
   120360.00   2.100272
   120420.00   2.102981
   120480.00   2.108483
   120540.00   2.116131
   120600.00   2.125282
   120660.00   2.135291
   120720.00   2.145512
   120780.00   2.155300
   120840.00   2.164011
   120900.00   2.171000
   120960.00   2.175812
   121020.00   2.178757
   121080.00   2.180334
   121140.00   2.181041
   121200.00   2.181378
   121260.00   2.181846
   121320.00   2.182942
   121380.00   2.185167
   121440.00   2.189020
   121500.00   2.195000
   121560.00   2.203444
   121620.00   2.214038
   121680.00   2.226305
   121740.00   2.239769
   121800.00   2.253954
   121860.00   2.268382
   121920.00   2.282577
   121980.00   2.296063
   122040.00   2.308363
   122100.00   2.319000
   122160.00   2.327610
   122220.00   2.334275
   122280.00   2.339192
   122340.00   2.342553
   122400.00   2.344556
   122460.00   2.345394
   122520.00   2.345262
   122580.00   2.344356
   122640.00   2.342870
   122700.00   2.341000
   122760.00   2.338932
   122820.00   2.336821
   122880.00   2.334813
   122940.00   2.333057
   123000.00   2.331698
   123060.00   2.330883
   123120.00   2.330758
   123180.00   2.331472
   123240.00   2.333170
   123300.00   2.336000
   123360.00   2.340064
   123420.00   2.345290
   123480.00   2.351562
   123540.00   2.358763
   123600.00   2.366779
   123660.00   2.375492
   123720.00   2.384787
   123780.00   2.394547
   123840.00   2.404657
   123900.00   2.415000
   123960.00   2.425458
   124020.00   2.435900
   124080.00   2.446195
   124140.00   2.456210
   124200.00   2.465812
   124260.00   2.474869
   124320.00   2.483249
   124380.00   2.490819
   124440.00   2.497447
   124500.00   2.503000
   124560.00   2.507384
   124620.00   2.510654
   124680.00   2.512905
   124740.00   2.514230
   124800.00   2.514724
   124860.00   2.514479
   124920.00   2.513591
   124980.00   2.512152
   125040.00   2.510257
   125100.00   2.508000
   125160.00   2.505430
   125220.00   2.502420
   125280.00   2.498799
   125340.00   2.494397
   125400.00   2.489043
   125460.00   2.482565
   125520.00   2.474793
   125580.00   2.465555
   125640.00   2.454681
   125700.00   2.442000
   125760.00   2.427417
   125820.00   2.411147
   125880.00   2.393477
   125940.00   2.374700
   126000.00   2.355104
   126060.00   2.334980
   126120.00   2.314618
   126180.00   2.294307
   126240.00   2.274338
   126300.00   2.255000
   126360.00   2.236493
   126420.00   2.218650
   126480.00   2.201215
   126540.00   2.183931
   126600.00   2.166540
   126660.00   2.148786
   126720.00   2.130412
   126780.00   2.111161
   126840.00   2.090776
   126900.00   2.069000
   126960.00   2.045691
   127020.00   2.021165
   127080.00   1.995856
   127140.00   1.970194
   127200.00   1.944611
   127260.00   1.919539
   127320.00   1.895410
   127380.00   1.872656
   127440.00   1.851709
   127500.00   1.833000
   127560.00   1.816826
   127620.00   1.802944
   127680.00   1.790976
   127740.00   1.780543
   127800.00   1.771267
   127860.00   1.762769
   127920.00   1.754672
   127980.00   1.746597
   128040.00   1.738166
   128100.00   1.729000
   128160.00   1.718820
   128220.00   1.707738
   128280.00   1.695966
   128340.00   1.683715
   128400.00   1.671197
   128460.00   1.658624
   128520.00   1.646206
   128580.00   1.634155
   128640.00   1.622682
   128700.00   1.612000
   128760.00   1.602221
   128820.00   1.593065
   128880.00   1.584157
   128940.00   1.575117
   129000.00   1.565569
   129060.00   1.555136
   129120.00   1.543440
   129180.00   1.530103
   129240.00   1.514749
   129300.00   1.497000
   129360.00   1.476635
   129420.00   1.454057
   129480.00   1.429827
   129540.00   1.404505
   129600.00   1.378651
   129660.00   1.352825
   129720.00   1.327586
   129780.00   1.303496
   129840.00   1.281114
   129900.00   1.261000
   129960.00   1.243523
   130020.00   1.228290
   130080.00   1.214716
   130140.00   1.202214
   130200.00   1.190202
   130260.00   1.178094
   130320.00   1.165304
   130380.00   1.151248
   130440.00   1.135342
   130500.00   1.117000
   130560.00   1.095835
   130620.00   1.072254
   130680.00   1.046858
   130740.00   1.020253
   130800.00   0.993041
   130860.00   0.965825
   130920.00   0.939210
   130980.00   0.913798
   131040.00   0.890194
   131100.00   0.869000
   131160.00   0.850638
   131220.00   0.834799
   131280.00   0.820992
   131340.00   0.808726
   131400.00   0.797510
   131460.00   0.786854
   131520.00   0.776265
   131580.00   0.765254
   131640.00   0.753330
   131700.00   0.740000
   131760.00   0.724872
   131820.00   0.707943
   131880.00   0.689308
   131940.00   0.669059
   132000.00   0.647293
   132060.00   0.624104
   132120.00   0.599585
   132180.00   0.573832
   132240.00   0.546939
   132300.00   0.519000
   132360.00   0.490133
   132420.00   0.460548
   132480.00   0.430478
   132540.00   0.400156
   132600.00   0.369816
   132660.00   0.339691
   132720.00   0.310013
   132780.00   0.281017
   132840.00   0.252935
   132900.00   0.226000
   132960.00   0.200396
   133020.00   0.176105
   133080.00   0.153061
   133140.00   0.131196
   133200.00   0.110442
   133260.00   0.090734
   133320.00   0.072002
   133380.00   0.054181
   133440.00   0.037203
   133500.00   0.021000
   133560.00   0.005509
   133620.00  -0.009321
   133680.00  -0.023540
   133740.00  -0.037195
   133800.00  -0.050335
   133860.00  -0.063009
   133920.00  -0.075263
   133980.00  -0.087148
   134040.00  -0.098711
   134100.00  -0.110000
   134160.00  -0.121082
   134220.00  -0.132092
   134280.00  -0.143183
   134340.00  -0.154510
   134400.00  -0.166226
   134460.00  -0.178483
   134520.00  -0.191436
   134580.00  -0.205237
   134640.00  -0.220041
   134700.00  -0.236000
   134760.00  -0.253217
   134820.00  -0.271592
   134880.00  -0.290971
   134940.00  -0.311204
   135000.00  -0.332137
   135060.00  -0.353620
   135120.00  -0.375500
   135180.00  -0.397624
   135240.00  -0.419842
   135300.00  -0.442000
   135360.00  -0.463985
   135420.00  -0.485829
   135480.00  -0.507603
   135540.00  -0.529378
   135600.00  -0.551225
   135660.00  -0.573213
   135720.00  -0.595414
   135780.00  -0.617899
   135840.00  -0.640737
   135900.00  -0.664000
   135960.00  -0.687714
   136020.00  -0.711733
   136080.00  -0.735867
   136140.00  -0.759924
   136200.00  -0.783714
   136260.00  -0.807047
   136320.00  -0.829733
   136380.00  -0.851581
   136440.00  -0.872400
   136500.00  -0.892000
   136560.00  -0.910239
   136620.00  -0.927166
   136680.00  -0.942877
   136740.00  -0.957471
   136800.00  -0.971044
   136860.00  -0.983694
   136920.00  -0.995517
   136980.00  -1.006611
   137040.00  -1.017073
   137100.00  -1.027000
   137160.00  -1.036506
   137220.00  -1.045772
   137280.00  -1.054996
   137340.00  -1.064376
   137400.00  -1.074109
   137460.00  -1.084394
   137520.00  -1.095427
   137580.00  -1.107408
   137640.00  -1.120533
   137700.00  -1.135000
   137760.00  -1.150950
   137820.00  -1.168289
   137880.00  -1.186868
   137940.00  -1.206536
   138000.00  -1.227143
   138060.00  -1.248539
   138120.00  -1.270573
   138180.00  -1.293094
   138240.00  -1.315953
   138300.00  -1.339000
   138360.00  -1.362103
   138420.00  -1.385208
   138480.00  -1.408281
   138540.00  -1.431288
   138600.00  -1.454193
   138660.00  -1.476963
   138720.00  -1.499564
   138780.00  -1.521959
   138840.00  -1.544116
   138900.00  -1.566000
   138960.00  -1.587578
   139020.00  -1.608824
   139080.00  -1.629714
   139140.00  -1.650226
   139200.00  -1.670334
   139260.00  -1.690016
   139320.00  -1.709247
   139380.00  -1.728004
   139440.00  -1.746263
   139500.00  -1.764000
   139560.00  -1.781216
   139620.00  -1.798010
   139680.00  -1.814505
   139740.00  -1.830826
   139800.00  -1.847095
   139860.00  -1.863437
   139920.00  -1.879975
   139980.00  -1.896832
   140040.00  -1.914133
   140100.00  -1.932000
   140160.00  -1.950483
   140220.00  -1.969330
   140280.00  -1.988213
   140340.00  -2.006808
   140400.00  -2.024786
   140460.00  -2.041821
   140520.00  -2.057587
   140580.00  -2.071756
   140640.00  -2.084003
   140700.00  -2.094000
   140760.00  -2.101515
   140820.00  -2.106688
   140880.00  -2.109755
   140940.00  -2.110952
   141000.00  -2.110512
   141060.00  -2.108671
   141120.00  -2.105665
   141180.00  -2.101727
   141240.00  -2.097094
   141300.00  -2.092000
   141360.00  -2.086677
   141420.00  -2.081342
   141480.00  -2.076211
   141540.00  -2.071498
   141600.00  -2.067417
   141660.00  -2.064182
   141720.00  -2.062009
   141780.00  -2.061111
   141840.00  -2.061703
   141900.00  -2.064000
   141960.00  -2.068148
   142020.00  -2.074022
   142080.00  -2.081429
   142140.00  -2.090177
   142200.00  -2.100072
   142260.00  -2.110920
   142320.00  -2.122531
   142380.00  -2.134709
   142440.00  -2.147263
   142500.00  -2.160000
   142560.00  -2.172756
   142620.00  -2.185489
   142680.00  -2.198186
   142740.00  -2.210835
   142800.00  -2.223422
   142860.00  -2.235936
   142920.00  -2.248363
   142980.00  -2.260692
   143040.00  -2.272908
   143100.00  -2.285000
   143160.00  -2.296914
   143220.00  -2.308430
   143280.00  -2.319288
   143340.00  -2.329228
   143400.00  -2.337989
   143460.00  -2.345311
   143520.00  -2.350934
   143580.00  -2.354596
   143640.00  -2.356039
   143700.00  -2.355000
   143760.00  -2.351359
   143820.00  -2.345552
   143880.00  -2.338152
   143940.00  -2.329733
   144000.00  -2.320871
   144060.00  -2.312139
