#Mouth boundary - rescaled Littlehampton tidal levels
#Imposed tidal water level
#
T          SL(1)
s          m 
   144120.00  -2.304111
   144180.00  -2.297363
   144240.00  -2.292468
   144300.00  -2.290000
   144360.00  -2.290324
   144420.00  -2.292963
   144480.00  -2.297231
   144540.00  -2.302439
   144600.00  -2.307903
   144660.00  -2.312934
   144720.00  -2.316846
   144780.00  -2.318952
   144840.00  -2.318566
   144900.00  -2.315000
   144960.00  -2.307794
   145020.00  -2.297395
   145080.00  -2.284476
   145140.00  -2.269709
   145200.00  -2.253768
   145260.00  -2.237326
   145320.00  -2.221054
   145380.00  -2.205628
   145440.00  -2.191719
   145500.00  -2.180000
   145560.00  -2.170955
   145620.00  -2.164311
   145680.00  -2.159604
   145740.00  -2.156371
   145800.00  -2.154150
   145860.00  -2.152476
   145920.00  -2.150887
   145980.00  -2.148920
   146040.00  -2.146112
   146100.00  -2.142000
   146160.00  -2.136249
   146220.00  -2.129040
   146280.00  -2.120682
   146340.00  -2.111485
   146400.00  -2.101758
   146460.00  -2.091811
   146520.00  -2.081952
   146580.00  -2.072491
   146640.00  -2.063737
   146700.00  -2.056000
   146760.00  -2.049511
   146820.00  -2.044193
   146880.00  -2.039887
   146940.00  -2.036439
   147000.00  -2.033692
   147060.00  -2.031490
   147120.00  -2.029675
   147180.00  -2.028093
   147240.00  -2.026587
   147300.00  -2.025000
   147360.00  -2.023208
   147420.00  -2.021213
   147480.00  -2.019049
   147540.00  -2.016749
   147600.00  -2.014348
   147660.00  -2.011879
   147720.00  -2.009376
   147780.00  -2.006873
   147840.00  -2.004403
   147900.00  -2.002000
   147960.00  -1.999695
   148020.00  -1.997507
   148080.00  -1.995450
   148140.00  -1.993539
   148200.00  -1.991790
   148260.00  -1.990218
   148320.00  -1.988838
   148380.00  -1.987665
   148440.00  -1.986714
   148500.00  -1.986000
   148560.00  -1.985541
   148620.00  -1.985359
   148680.00  -1.985482
   148740.00  -1.985933
   148800.00  -1.986740
   148860.00  -1.987928
   148920.00  -1.989522
   148980.00  -1.991549
   149040.00  -1.994033
   149100.00  -1.997000
   149160.00  -2.000404
   149220.00  -2.003905
   149280.00  -2.007091
   149340.00  -2.009551
   149400.00  -2.010873
   149460.00  -2.010645
   149520.00  -2.008456
   149580.00  -2.003893
   149640.00  -1.996545
   149700.00  -1.986000
   149760.00  -1.972017
   149820.00  -1.955039
   149880.00  -1.935679
   149940.00  -1.914550
   150000.00  -1.892267
   150060.00  -1.869442
   150120.00  -1.846690
   150180.00  -1.824623
   150240.00  -1.803855
   150300.00  -1.785000
   150360.00  -1.768469
   150420.00  -1.753869
   150480.00  -1.740601
   150540.00  -1.728072
   150600.00  -1.715684
   150660.00  -1.702841
   150720.00  -1.688948
   150780.00  -1.673407
   150840.00  -1.655623
   150900.00  -1.635000
   150960.00  -1.611167
   151020.00  -1.584655
   151080.00  -1.556222
   151140.00  -1.526626
   151200.00  -1.496622
   151260.00  -1.466968
   151320.00  -1.438422
   151380.00  -1.411741
   151440.00  -1.387681
   151500.00  -1.367000
   151560.00  -1.350252
   151620.00  -1.337175
   151680.00  -1.327305
   151740.00  -1.320178
   151800.00  -1.315329
   151860.00  -1.312294
   151920.00  -1.310608
   151980.00  -1.309806
   152040.00  -1.309425
   152100.00  -1.309000
   152160.00  -1.308138
   152220.00  -1.306734
   152280.00  -1.304755
   152340.00  -1.302167
   152400.00  -1.298938
   152460.00  -1.295033
   152520.00  -1.290421
   152580.00  -1.285066
   152640.00  -1.278937
   152700.00  -1.272000
   152760.00  -1.264247
   152820.00  -1.255769
   152880.00  -1.246686
   152940.00  -1.237114
   153000.00  -1.227170
   153060.00  -1.216973
   153120.00  -1.206640
   153180.00  -1.196289
   153240.00  -1.186036
   153300.00  -1.176000
   153360.00  -1.166266
   153420.00  -1.156789
   153480.00  -1.147492
   153540.00  -1.138298
   153600.00  -1.129131
   153660.00  -1.119913
   153720.00  -1.110569
   153780.00  -1.101019
   153840.00  -1.091189
   153900.00  -1.081000
   153960.00  -1.070366
   154020.00  -1.059157
   154080.00  -1.047233
   154140.00  -1.034454
   154200.00  -1.020680
   154260.00  -1.005773
   154320.00  -0.989591
   154380.00  -0.971994
   154440.00  -0.952844
   154500.00  -0.932000
   154560.00  -0.909378
   154620.00  -0.885121
   154680.00  -0.859427
   154740.00  -0.832495
   154800.00  -0.804522
   154860.00  -0.775707
   154920.00  -0.746250
   154980.00  -0.716347
   155040.00  -0.686197
   155100.00  -0.656000
   155160.00  -0.625962
   155220.00  -0.596326
   155280.00  -0.567345
   155340.00  -0.539271
   155400.00  -0.512357
   155460.00  -0.486853
   155520.00  -0.463014
   155580.00  -0.441090
   155640.00  -0.421335
   155700.00  -0.404000
   155760.00  -0.389229
   155820.00  -0.376734
   155880.00  -0.366117
   155940.00  -0.356980
   156000.00  -0.348927
   156060.00  -0.341559
   156120.00  -0.334480
   156180.00  -0.327292
   156240.00  -0.319598
   156300.00  -0.311000
   156360.00  -0.301182
   156420.00  -0.290153
   156480.00  -0.278001
   156540.00  -0.264816
   156600.00  -0.250687
   156660.00  -0.235703
   156720.00  -0.219953
   156780.00  -0.203526
   156840.00  -0.186512
   156900.00  -0.169000
   156960.00  -0.151074
   157020.00  -0.132797
   157080.00  -0.114229
   157140.00  -0.095427
   157200.00  -0.076451
   157260.00  -0.057359
   157320.00  -0.038209
   157380.00  -0.019060
   157440.00   0.000029
   157500.00   0.019000
   157560.00   0.037797
   157620.00   0.056374
   157680.00   0.074690
   157740.00   0.092701
   157800.00   0.110366
   157860.00   0.127641
   157920.00   0.144485
   157980.00   0.160854
   158040.00   0.176707
   158100.00   0.192000
   158160.00   0.206743
   158220.00   0.221148
   158280.00   0.235481
   158340.00   0.250006
   158400.00   0.264988
   158460.00   0.280690
   158520.00   0.297378
   158580.00   0.315316
   158640.00   0.334768
   158700.00   0.356000
   158760.00   0.379191
   158820.00   0.404184
   158880.00   0.430738
   158940.00   0.458610
   159000.00   0.487559
   159060.00   0.517343
   159120.00   0.547721
   159180.00   0.578451
   159240.00   0.609291
   159300.00   0.640000
   159360.00   0.670355
   159420.00   0.700211
   159480.00   0.729442
   159540.00   0.757922
   159600.00   0.785527
   159660.00   0.812129
   159720.00   0.837603
   159780.00   0.861823
   159840.00   0.884664
   159900.00   0.906000
   159960.00   0.925790
   160020.00   0.944333
   160080.00   0.962015
   160140.00   0.979220
   160200.00   0.996334
   160260.00   1.013741
   160320.00   1.031827
   160380.00   1.050975
   160440.00   1.071571
   160500.00   1.094000
   160560.00   1.118489
   160620.00   1.144634
   160680.00   1.171873
   160740.00   1.199644
   160800.00   1.227386
   160860.00   1.254538
   160920.00   1.280537
   160980.00   1.304821
   161040.00   1.326829
   161100.00   1.346000
   161160.00   1.361955
   161220.00   1.375053
   161280.00   1.385835
   161340.00   1.394843
   161400.00   1.402620
   161460.00   1.409707
   161520.00   1.416647
   161580.00   1.423981
   161640.00   1.432251
   161700.00   1.442000
   161760.00   1.453656
   161820.00   1.467196
   161880.00   1.482484
   161940.00   1.499384
   162000.00   1.517759
   162060.00   1.537473
   162120.00   1.558391
   162180.00   1.580375
   162240.00   1.603290
   162300.00   1.627000
   162360.00   1.651352
   162420.00   1.676131
   162480.00   1.701106
   162540.00   1.726046
   162600.00   1.750720
   162660.00   1.774896
   162720.00   1.798343
   162780.00   1.820830
   162840.00   1.842126
   162900.00   1.862000
   162960.00   1.880294
   163020.00   1.897143
   163080.00   1.912757
   163140.00   1.927343
   163200.00   1.941112
   163260.00   1.954272
   163320.00   1.967032
   163380.00   1.979601
   163440.00   1.992187
   163500.00   2.005000
   163560.00   2.018208
   163620.00   2.031817
   163680.00   2.045792
   163740.00   2.060100
   163800.00   2.074706
   163860.00   2.089575
   163920.00   2.104674
   163980.00   2.119967
   164040.00   2.135420
   164100.00   2.151000
   164160.00   2.166650
   164220.00   2.182230
   164280.00   2.197579
   164340.00   2.212536
   164400.00   2.226939
   164460.00   2.240627
   164520.00   2.253438
   164580.00   2.265212
   164640.00   2.275786
   164700.00   2.285000
   164760.00   2.292735
   164820.00   2.299046
   164880.00   2.304031
   164940.00   2.307788
   165000.00   2.310413
   165060.00   2.312006
   165120.00   2.312663
   165180.00   2.312482
   165240.00   2.311562
   165300.00   2.310000
   165360.00   2.307892
   165420.00   2.305328
   165480.00   2.302396
   165540.00   2.299185
   165600.00   2.295783
   165660.00   2.292279
   165720.00   2.288760
   165780.00   2.285315
   165840.00   2.282032
   165900.00   2.279000
   165960.00   2.276296
   166020.00   2.273954
   166080.00   2.271997
   166140.00   2.270448
   166200.00   2.269329
   166260.00   2.268664
   166320.00   2.268476
   166380.00   2.268787
   166440.00   2.269621
   166500.00   2.271000
   166560.00   2.272943
   166620.00   2.275448
   166680.00   2.278509
   166740.00   2.282120
   166800.00   2.286275
   166860.00   2.290968
   166920.00   2.296194
   166980.00   2.301945
   167040.00   2.308215
   167100.00   2.315000
   167160.00   2.322276
   167220.00   2.329960
   167280.00   2.337949
   167340.00   2.346145
   167400.00   2.354445
   167460.00   2.362750
   167520.00   2.370958
   167580.00   2.378970
   167640.00   2.386684
   167700.00   2.394000
   167760.00   2.400817
   167820.00   2.407034
   167880.00   2.412549
   167940.00   2.417261
   168000.00   2.421069
   168060.00   2.423872
   168120.00   2.425568
   168180.00   2.426055
   168240.00   2.425233
   168300.00   2.423000
   168360.00   2.419313
   168420.00   2.414362
   168480.00   2.408394
   168540.00   2.401659
   168600.00   2.394403
   168660.00   2.386875
   168720.00   2.379322
   168780.00   2.371994
   168840.00   2.365137
   168900.00   2.359000
   168960.00   2.353779
   169020.00   2.349463
   169080.00   2.345990
   169140.00   2.343296
   169200.00   2.341320
   169260.00   2.339998
   169320.00   2.339267
   169380.00   2.339066
   169440.00   2.339331
   169500.00   2.340000
   169560.00   2.340995
   169620.00   2.342177
   169680.00   2.343394
   169740.00   2.344492
   169800.00   2.345318
   169860.00   2.345718
   169920.00   2.345540
   169980.00   2.344630
   170040.00   2.342834
   170100.00   2.340000
   170160.00   2.336036
   170220.00   2.331100
   170280.00   2.325412
   170340.00   2.319191
   170400.00   2.312658
   170460.00   2.306033
   170520.00   2.299534
   170580.00   2.293383
   170640.00   2.287798
   170700.00   2.283000
   170760.00   2.279138
   170820.00   2.276078
   170880.00   2.273617
   170940.00   2.271550
   171000.00   2.269674
   171060.00   2.267783
   171120.00   2.265675
   171180.00   2.263144
   171240.00   2.259987
   171300.00   2.256000
   171360.00   2.251024
   171420.00   2.245082
   171480.00   2.238243
   171540.00   2.230575
   171600.00   2.222147
   171660.00   2.213027
   171720.00   2.203284
   171780.00   2.192986
   171840.00   2.182202
   171900.00   2.171000
   171960.00   2.159481
   172020.00   2.147873
   172080.00   2.136436
   172140.00   2.125429
   172200.00   2.115114
   172260.00   2.105749
   172320.00   2.097596
   172380.00   2.090913
   172440.00   2.085961
   172500.00   2.083000
   172560.00   2.082151
   172620.00   2.082978
   172680.00   2.084907
   172740.00   2.087364
   172800.00   2.089773
   172860.00   2.091560
   172920.00   2.092151
   172980.00   2.090971
   173040.00   2.087446
   173100.00   2.081000
   173160.00   2.071228
   173220.00   2.058398
   173280.00   2.042946
   173340.00   2.025308
   173400.00   2.005920
   173460.00   1.985218
   173520.00   1.963639
   173580.00   1.941619
   173640.00   1.919594
   173700.00   1.898000
   173760.00   1.877178
   173820.00   1.857085
   173880.00   1.837583
   173940.00   1.818534
   174000.00   1.799799
   174060.00   1.781240
   174120.00   1.762719
   174180.00   1.744097
   174240.00   1.725237
   174300.00   1.706000
   174360.00   1.686284
   174420.00   1.666134
   174480.00   1.645630
   174540.00   1.624854
   174600.00   1.603886
   174660.00   1.582807
   174720.00   1.561698
   174780.00   1.540640
   174840.00   1.519714
   174900.00   1.499000
   174960.00   1.478568
   175020.00   1.458435
   175080.00   1.438610
   175140.00   1.419099
   175200.00   1.399908
   175260.00   1.381045
   175320.00   1.362516
   175380.00   1.344327
   175440.00   1.326486
   175500.00   1.309000
   175560.00   1.291863
   175620.00   1.275020
   175680.00   1.258407
   175740.00   1.241958
   175800.00   1.225605
   175860.00   1.209285
   175920.00   1.192930
   175980.00   1.176475
   176040.00   1.159853
   176100.00   1.143000
   176160.00   1.125861
   176220.00   1.108436
   176280.00   1.090734
   176340.00   1.072766
   176400.00   1.054545
   176460.00   1.036079
   176520.00   1.017381
   176580.00   0.998462
   176640.00   0.979331
   176700.00   0.960000
   176760.00   0.940486
   176820.00   0.920829
   176880.00   0.901076
   176940.00   0.881273
   177000.00   0.861466
   177060.00   0.841702
   177120.00   0.822027
   177180.00   0.802487
   177240.00   0.783129
   177300.00   0.764000
   177360.00   0.745124
   177420.00   0.726440
   177480.00   0.707866
   177540.00   0.689319
   177600.00   0.670717
   177660.00   0.651978
   177720.00   0.633019
   177780.00   0.613758
   177840.00   0.594113
   177900.00   0.574000
   177960.00   0.553356
   178020.00   0.532187
   178080.00   0.510520
   178140.00   0.488379
   178200.00   0.465790
   178260.00   0.442777
   178320.00   0.419367
   178380.00   0.395583
   178440.00   0.371453
   178500.00   0.347000
   178560.00   0.322263
   178620.00   0.297331
   178680.00   0.272304
   178740.00   0.247285
   178800.00   0.222374
   178860.00   0.197673
   178920.00   0.173284
   178980.00   0.149308
   179040.00   0.125846
   179100.00   0.103000
   179160.00   0.080846
   179220.00   0.059362
   179280.00   0.038502
   179340.00   0.018219
   179400.00  -0.001536
   179460.00  -0.020807
   179520.00  -0.039642
   179580.00  -0.058088
   179640.00  -0.076192
   179700.00  -0.094000
   179760.00  -0.111556
   179820.00  -0.128885
   179880.00  -0.146009
   179940.00  -0.162951
   180000.00  -0.179732
   180060.00  -0.196375
   180120.00  -0.212901
   180180.00  -0.229332
   180240.00  -0.245691
   180300.00  -0.262000
   180360.00  -0.278288
   180420.00  -0.294616
   180480.00  -0.311055
   180540.00  -0.327672
   180600.00  -0.344537
   180660.00  -0.361719
   180720.00  -0.379287
   180780.00  -0.397311
   180840.00  -0.415859
   180900.00  -0.435000
   180960.00  -0.454782
   181020.00  -0.475162
   181080.00  -0.496075
   181140.00  -0.517458
   181200.00  -0.539246
   181260.00  -0.561374
   181320.00  -0.583778
   181380.00  -0.606393
   181440.00  -0.629155
   181500.00  -0.652000
   181560.00  -0.674862
   181620.00  -0.697673
   181680.00  -0.720363
   181740.00  -0.742864
   181800.00  -0.765105
   181860.00  -0.787018
   181920.00  -0.808533
   181980.00  -0.829582
   182040.00  -0.850094
   182100.00  -0.870000
   182160.00  -0.889244
   182220.00  -0.907819
   182280.00  -0.925730
   182340.00  -0.942983
   182400.00  -0.959584
   182460.00  -0.975538
   182520.00  -0.990851
   182580.00  -1.005529
   182640.00  -1.019577
   182700.00  -1.033000
   182760.00  -1.045824
   182820.00  -1.058147
   182880.00  -1.070090
   182940.00  -1.081771
   183000.00  -1.093308
   183060.00  -1.104820
   183120.00  -1.116427
   183180.00  -1.128246
   183240.00  -1.140398
   183300.00  -1.153000
   183360.00  -1.166135
   183420.00  -1.179736
   183480.00  -1.193701
   183540.00  -1.207926
   183600.00  -1.222310
   183660.00  -1.236749
   183720.00  -1.251140
   183780.00  -1.265381
   183840.00  -1.279369
   183900.00  -1.293000
   183960.00  -1.306190
   184020.00  -1.318926
   184080.00  -1.331212
   184140.00  -1.343052
   184200.00  -1.354452
   184260.00  -1.365416
   184320.00  -1.375948
   184380.00  -1.386053
   184440.00  -1.395735
   184500.00  -1.405000
   184560.00  -1.413865
   184620.00  -1.422400
   184680.00  -1.430692
   184740.00  -1.438824
   184800.00  -1.446881
   184860.00  -1.454948
   184920.00  -1.463108
   184980.00  -1.471447
   185040.00  -1.480050
   185100.00  -1.489000
   185160.00  -1.498356
   185220.00  -1.508072
   185280.00  -1.518075
   185340.00  -1.528291
   185400.00  -1.538648
   185460.00  -1.549074
   185520.00  -1.559494
   185580.00  -1.569837
   185640.00  -1.580030
   185700.00  -1.590000
   185760.00  -1.599693
   185820.00  -1.609135
   185880.00  -1.618371
   185940.00  -1.627444
   186000.00  -1.636401
   186060.00  -1.645286
   186120.00  -1.654144
   186180.00  -1.663019
   186240.00  -1.671956
   186300.00  -1.681000
   186360.00  -1.690174
   186420.00  -1.699411
   186480.00  -1.708624
   186540.00  -1.717723
   186600.00  -1.726621
   186660.00  -1.735230
   186720.00  -1.743460
   186780.00  -1.751224
   186840.00  -1.758434
   186900.00  -1.765000
   186960.00  -1.770871
   187020.00  -1.776140
   187080.00  -1.780934
   187140.00  -1.785382
   187200.00  -1.789613
   187260.00  -1.793755
   187320.00  -1.797936
   187380.00  -1.802285
   187440.00  -1.806930
   187500.00  -1.812000
   187560.00  -1.817579
   187620.00  -1.823573
   187680.00  -1.829846
   187740.00  -1.836259
   187800.00  -1.842676
   187860.00  -1.848959
   187920.00  -1.854970
   187980.00  -1.860572
   188040.00  -1.865628
   188100.00  -1.870000
   188160.00  -1.873593
   188220.00  -1.876480
   188280.00  -1.878776
   188340.00  -1.880597
   188400.00  -1.882058
   188460.00  -1.883274
   188520.00  -1.884361
   188580.00  -1.885434
   188640.00  -1.886609
   188700.00  -1.888000
   188760.00  -1.889688
   188820.00  -1.891613
   188880.00  -1.893677
   188940.00  -1.895786
   189000.00  -1.897844
   189060.00  -1.899754
   189120.00  -1.901420
   189180.00  -1.902747
   189240.00  -1.903639
   189300.00  -1.904000
   189360.00  -1.903768
   189420.00  -1.903022
   189480.00  -1.901873
   189540.00  -1.900434
   189600.00  -1.898818
   189660.00  -1.897136
   189720.00  -1.895501
   189780.00  -1.894025
   189840.00  -1.892820
   189900.00  -1.892000
   189960.00  -1.891642
   190020.00  -1.891691
   190080.00  -1.892057
   190140.00  -1.892652
   190200.00  -1.893385
   190260.00  -1.894167
   190320.00  -1.894909
   190380.00  -1.895522
   190440.00  -1.895915
   190500.00  -1.896000
   190560.00  -1.895714
   190620.00  -1.895102
   190680.00  -1.894234
   190740.00  -1.893182
   190800.00  -1.892018
   190860.00  -1.890812
   190920.00  -1.889636
   190980.00  -1.888561
   191040.00  -1.887659
   191100.00  -1.887000
   191160.00  -1.886619
   191220.00  -1.886399
   191280.00  -1.886186
   191340.00  -1.885828
   191400.00  -1.885169
   191460.00  -1.884057
   191520.00  -1.882338
   191580.00  -1.879858
   191640.00  -1.876463
   191700.00  -1.872000
   191760.00  -1.866358
   191820.00  -1.859600
   191880.00  -1.851830
   191940.00  -1.843155
   192000.00  -1.833680
   192060.00  -1.823511
   192120.00  -1.812753
   192180.00  -1.801511
   192240.00  -1.789892
   192300.00  -1.778000
   192360.00  -1.765940
   192420.00  -1.753811
   192480.00  -1.741710
   192540.00  -1.729735
   192600.00  -1.717984
   192660.00  -1.706554
   192720.00  -1.695543
   192780.00  -1.685049
   192840.00  -1.675169
   192900.00  -1.666000
   192960.00  -1.657601
   193020.00  -1.649869
   193080.00  -1.642662
   193140.00  -1.635839
   193200.00  -1.629258
   193260.00  -1.622775
   193320.00  -1.616250
   193380.00  -1.609541
   193440.00  -1.602505
   193500.00  -1.595000
   193560.00  -1.586922
   193620.00  -1.578314
   193680.00  -1.569255
   193740.00  -1.559828
   193800.00  -1.550111
   193860.00  -1.540185
   193920.00  -1.530131
   193980.00  -1.520028
   194040.00  -1.509958
   194100.00  -1.500000
   194160.00  -1.490205
   194220.00  -1.480501
   194280.00  -1.470787
   194340.00  -1.460962
   194400.00  -1.450925
   194460.00  -1.440573
   194520.00  -1.429806
   194580.00  -1.418523
   194640.00  -1.406621
   194700.00  -1.394000
   194760.00  -1.380612
   194820.00  -1.366626
   194880.00  -1.352266
   194940.00  -1.337755
   195000.00  -1.323315
   195060.00  -1.309170
   195120.00  -1.295542
   195180.00  -1.282656
   195240.00  -1.270735
   195300.00  -1.260000
   195360.00  -1.250597
   195420.00  -1.242353
   195480.00  -1.235017
   195540.00  -1.228339
   195600.00  -1.222066
   195660.00  -1.215948
   195720.00  -1.209734
   195780.00  -1.203172
   195840.00  -1.196011
   195900.00  -1.188000
   195960.00  -1.178960
   196020.00  -1.169001
   196080.00  -1.158304
   196140.00  -1.147050
   196200.00  -1.135421
   196260.00  -1.123598
   196320.00  -1.111763
   196380.00  -1.100097
   196440.00  -1.088783
   196500.00  -1.078000
   196560.00  -1.067874
   196620.00  -1.058299
   196680.00  -1.049112
   196740.00  -1.040150
   196800.00  -1.031251
   196860.00  -1.022252
   196920.00  -1.012990
   196980.00  -1.003303
   197040.00  -0.993027
   197100.00  -0.982000
   197160.00  -0.970115
   197220.00  -0.957492
   197280.00  -0.944307
   197340.00  -0.930734
   197400.00  -0.916950
   197460.00  -0.903129
   197520.00  -0.889448
   197580.00  -0.876083
   197640.00  -0.863208
   197700.00  -0.851000
   197760.00  -0.839580
   197820.00  -0.828851
   197880.00  -0.818666
   197940.00  -0.808874
   198000.00  -0.799325
   198060.00  -0.789871
   198120.00  -0.780361
   198180.00  -0.770645
   198240.00  -0.760575
   198300.00  -0.750000
   198360.00  -0.738806
   198420.00  -0.727014
   198480.00  -0.714682
   198540.00  -0.701866
   198600.00  -0.688624
   198660.00  -0.675011
   198720.00  -0.661086
   198780.00  -0.646904
   198840.00  -0.632523
   198900.00  -0.618000
   198960.00  -0.603369
   199020.00  -0.588581
   199080.00  -0.573564
   199140.00  -0.558246
   199200.00  -0.542555
   199260.00  -0.526420
   199320.00  -0.509768
   199380.00  -0.492529
   199440.00  -0.474630
   199500.00  -0.456000
   199560.00  -0.436599
   199620.00  -0.416517
   199680.00  -0.395876
   199740.00  -0.374798
   199800.00  -0.353406
   199860.00  -0.331821
   199920.00  -0.310166
   199980.00  -0.288563
   200040.00  -0.267133
   200100.00  -0.246000
   200160.00  -0.225262
   200220.00  -0.204927
   200280.00  -0.184981
   200340.00  -0.165409
   200400.00  -0.146196
   200460.00  -0.127327
   200520.00  -0.108788
   200580.00  -0.090563
   200640.00  -0.072639
   200700.00  -0.055000
   200760.00  -0.037629
   200820.00  -0.020502
   200880.00  -0.003591
   200940.00   0.013130
   201000.00   0.029689
   201060.00   0.046113
   201120.00   0.062430
   201180.00   0.078665
   201240.00   0.094846
   201300.00   0.111000
   201360.00   0.127149
   201420.00   0.143296
   201480.00   0.159437
   201540.00   0.175569
   201600.00   0.191688
   201660.00   0.207793
   201720.00   0.223880
   201780.00   0.239945
   201840.00   0.255986
   201900.00   0.272000
   201960.00   0.287987
   202020.00   0.303966
   202080.00   0.319956
   202140.00   0.335979
   202200.00   0.352057
   202260.00   0.368210
   202320.00   0.384459
   202380.00   0.400827
   202440.00   0.417333
   202500.00   0.434000
   202560.00   0.450847
   202620.00   0.467889
   202680.00   0.485142
   202740.00   0.502619
   202800.00   0.520335
   202860.00   0.538304
   202920.00   0.556540
   202980.00   0.575059
   203040.00   0.593874
   203100.00   0.613000
   203160.00   0.632434
   203220.00   0.652109
   203280.00   0.671940
   203340.00   0.691842
   203400.00   0.711729
   203460.00   0.731519
   203520.00   0.751126
   203580.00   0.770464
   203640.00   0.789451
   203700.00   0.808000
   203760.00   0.826056
   203820.00   0.843674
   203880.00   0.860939
   203940.00   0.877935
   204000.00   0.894747
   204060.00   0.911460
   204120.00   0.928157
   204180.00   0.944923
   204240.00   0.961843
   204300.00   0.979000
   204360.00   0.996462
   204420.00   1.014220
   204480.00   1.032252
   204540.00   1.050530
   204600.00   1.069031
   204660.00   1.087730
   204720.00   1.106601
   204780.00   1.125620
   204840.00   1.144761
   204900.00   1.164000
   204960.00   1.183303
   205020.00   1.202605
   205080.00   1.221830
   205140.00   1.240904
   205200.00   1.259753
   205260.00   1.278301
   205320.00   1.296474
   205380.00   1.314198
   205440.00   1.331398
   205500.00   1.348000
   205560.00   1.363956
   205620.00   1.379328
   205680.00   1.394205
   205740.00   1.408677
   205800.00   1.422833
   205860.00   1.436763
   205920.00   1.450555
   205980.00   1.464299
   206040.00   1.478084
   206100.00   1.492000
   206160.00   1.506121
   206220.00   1.520461
   206280.00   1.535019
   206340.00   1.549796
   206400.00   1.564790
   206460.00   1.580001
   206520.00   1.595428
   206580.00   1.611071
   206640.00   1.626928
   206700.00   1.643000
   206760.00   1.659274
   206820.00   1.675693
   206880.00   1.692188
   206940.00   1.708691
   207000.00   1.725131
   207060.00   1.741441
   207120.00   1.757552
   207180.00   1.773395
   207240.00   1.788900
   207300.00   1.804000
   207360.00   1.818640
   207420.00   1.832822
   207480.00   1.846566
   207540.00   1.859890
   207600.00   1.872810
   207660.00   1.885346
   207720.00   1.897515
   207780.00   1.909335
   207840.00   1.920824
   207900.00   1.932000
   207960.00   1.942886
   208020.00   1.953521
   208080.00   1.963952
   208140.00   1.974223
   208200.00   1.984378
   208260.00   1.994463
   208320.00   2.004523
   208380.00   2.014602
   208440.00   2.024746
   208500.00   2.035000
   208560.00   2.045388
   208620.00   2.055852
   208680.00   2.066315
   208740.00   2.076700
   208800.00   2.086928
   208860.00   2.096921
   208920.00   2.106603
   208980.00   2.115896
   209040.00   2.124720
   209100.00   2.133000
   209160.00   2.140687
   209220.00   2.147855
   209280.00   2.154608
   209340.00   2.161051
   209400.00   2.167286
   209460.00   2.173419
   209520.00   2.179553
   209580.00   2.185791
   209640.00   2.192239
   209700.00   2.199000
   209760.00   2.206144
   209820.00   2.213607
   209880.00   2.221291
   209940.00   2.229097
   210000.00   2.236927
   210060.00   2.244683
   210120.00   2.252266
   210180.00   2.259579
   210240.00   2.266523
   210300.00   2.273000
   210360.00   2.278930
   210420.00   2.284308
   210480.00   2.289146
   210540.00   2.293457
   210600.00   2.297256
   210660.00   2.300554
   210720.00   2.303364
   210780.00   2.305700
   210840.00   2.307574
   210900.00   2.309000
   210960.00   2.309997
   211020.00   2.310610
   211080.00   2.310893
   211140.00   2.310897
   211200.00   2.310675
   211260.00   2.310279
   211320.00   2.309761
   211380.00   2.309173
   211440.00   2.308569
   211500.00   2.308000
   211560.00   2.307505
   211620.00   2.307067
   211680.00   2.306656
   211740.00   2.306242
   211800.00   2.305794
   211860.00   2.305284
   211920.00   2.304679
   211980.00   2.303950
   212040.00   2.303067
   212100.00   2.302000
   212160.00   2.300724
   212220.00   2.299243
   212280.00   2.297564
   212340.00   2.295696
   212400.00   2.293647
   212460.00   2.291427
   212520.00   2.289044
   212580.00   2.286506
   212640.00   2.283822
   212700.00   2.281000
   212760.00   2.278054
   212820.00   2.275018
   212880.00   2.271928
   212940.00   2.268823
   213000.00   2.265741
   213060.00   2.262720
   213120.00   2.259797
   213180.00   2.257011
   213240.00   2.254399
   213300.00   2.252000
   213360.00   2.249832
   213420.00   2.247838
   213480.00   2.245941
   213540.00   2.244067
   213600.00   2.242137
   213660.00   2.240077
   213720.00   2.237809
   213780.00   2.235258
   213840.00   2.232347
   213900.00   2.229000
   213960.00   2.225167
   214020.00   2.220903
   214080.00   2.216289
   214140.00   2.211406
   214200.00   2.206335
   214260.00   2.201157
   214320.00   2.195954
   214380.00   2.190805
   214440.00   2.185794
   214500.00   2.181000
   214560.00   2.176479
   214620.00   2.172182
   214680.00   2.168036
   214740.00   2.163966
   214800.00   2.159899
   214860.00   2.155759
   214920.00   2.151474
   214980.00   2.146968
   215040.00   2.142168
   215100.00   2.137000
   215160.00   2.131407
   215220.00   2.125408
   215280.00   2.119036
   215340.00   2.112328
   215400.00   2.105320
   215460.00   2.098045
   215520.00   2.090541
   215580.00   2.082842
   215640.00   2.074983
   215700.00   2.067000
   215760.00   2.058922
   215820.00   2.050755
   215880.00   2.042496
   215940.00   2.034144
   216000.00   2.025697
   216060.00   2.017155
   216120.00   2.008516
   216180.00   1.999778
   216240.00   1.990940
   216300.00   1.982000
   216360.00   1.972955
   216420.00   1.963789
   216480.00   1.954485
   216540.00   1.945025
   216600.00   1.935392
   216660.00   1.925567
   216720.00   1.915533
   216780.00   1.905272
   216840.00   1.894767
   216900.00   1.884000
   216960.00   1.872956
